ITEM_CODE,DRUG_NAME,FORM/STRENGTH,ATC5_Code,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07
01089H,ATROPINE SULFATE,Injection containing atropine sulfate monohydrate 600 micrograms in 1 mL,A03BA01,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.20,12.39,12.39,12.39,12.39,13.13,13.13,13.13,13.13,13.39,13.39,13.39,13.39,13.39,13.39,13.39,13.56,18.95,18.95,18.95,18.95,18.95,18.95,18.95,18.95,18.95,18.95,18.95,19.32,20.11,20.11,20.11,20.11,20.11,20.11,20.11,20.11,20.11,20.11,20.11,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.54,,,,,,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.64
01090J,FLECAINIDE,Tablet containing flecainide acetate 100 mg,C01BC04,46.32,46.32,46.32,46.32,46.32,46.32,46.32,46.32,46.37,46.37,46.37,46.37,46.37,46.37,46.37,46.37,46.56,46.56,46.56,46.56,45.43,45.43,45.43,45.43,45.43,45.43,45.43,45.43,45.43,45.43,45.43,45.6,45.72,45.72,45.72,45.72,45.72,45.72,45.72,45.72,45.72,45.72,45.72,46.09,46.37,46.37,46.37,46.37,46.37,46.37,46.37,46.37,46.37,46.37,46.37,46.8,46.08,46.08,46.08,46.08,46.08,46.08,46.08,46.08,46.08,46.08,46.08,46.08,45.38,45.38,45.38,45.38,45.38,45.38,44.69,44.69,44.69,44.69,44.69,44.69,44.69,44.69,44.69,44.69,44.69,44.69,44.69,44.69,44.69,44.69,44.69,44.79
01093M,ATROPINE SULFATE,"Eye drops containing atropine sulfate monohydrate 10 mg per mL, 15 mL",S01FA01,9.44,9.44,9.44,9.44,9.44,9.44,9.44,9.44,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.68,9.68,9.68,9.68,9.74,9.74,9.74,9.74,9.74,9.74,9.74,9.74,9.74,9.74,9.74,9.91,10.03,10.03,10.03,10.03,10.03,10.03,10.03,10.03,10.39,10.39,10.39,10.76,11.17,11.17,11.17,11.17,11.17,11.17,11.17,11.17,12.34,12.34,12.34,12.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.87
01095P,AURANOFIN,Tablet 3 mg,M01CB03,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.80,63.80,63.80,63.80,63.80,63.80,63.80,63.80,63.99,63.99,63.99,63.99,62.28,62.28,62.28,62.28,62.28,62.28,62.28,62.28,62.28,62.28,62.28,62.45,62.57,62.57,62.57,62.57,62.57,62.57,62.57,62.57,62.57,62.57,62.57,62.94,63.12,63.12,63.12,63.12,63.12,63.12,63.12,63.12,63.12,63.12,63.12,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.55,63.65
01099W,ALBUTEROL,Capsule containing powder for oral inhalation 200 micrograms (as sulfate) (for use in Ventolin Rotahaler),R03AC02,20.60,20.60,20.60,20.60,20.60,20.60,20.60,20.60,20.65,20.65,20.65,20.65,20.65,20.65,20.65,20.65,20.84,20.84,20.84,20.84,20.55,20.55,20.55,20.55,20.55,20.55,20.55,20.55,20.55,20.55,20.55,20.72,20.84,20.84,20.84,20.84,20.84,20.84,20.84,20.84,20.84,20.84,20.84,21.21,18.07,18.07,18.07,18.07,18.07,18.07,18.07,18.07,18.07,18.07,18.07,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,17.9,17.9,17.9,17.9,17.9,17.9,16.06,16.06,16.06,16.06,16.06,16.06,16.06,16.06,16.06,16.06,16.06,16.16
01102B,RHAMNUS FRANGULA + STERCULIA,"Granules 473 mg-83 mg per g, 250 g",A06AC53,23.00,23.00,23.00,23.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01103C,ALBUTEROL,"Oral solution 2 mg (as sulfate) per 5 mL, 150 mL",R03CC02,12.48,12.48,12.48,12.48,12.48,12.48,12.48,12.48,12.53,12.53,12.53,12.53,12.53,12.53,12.53,12.53,12.72,12.72,12.72,12.72,12.69,12.69,12.69,12.69,12.69,12.69,12.69,12.69,12.69,12.69,12.69,12.86,12.98,12.98,12.98,12.98,12.98,12.98,12.98,12.98,35.62,35.62,35.62,35.99,21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77,21.77,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.3
01104D,RHAMNUS FRANGULA + STERCULIA,"Granules 620 mg-80 mg per g, 500 g",A06AC53,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.05,23.24,23.24,23.24,23.24,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,22.87,23.04,23.16,23.16,23.16,23.16,23.16,23.16,23.16,23.16,23.16,23.16,23.16,23.53,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.52,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,26.37,26.37,26.37,26.47
01109J,TRIHEXYPHENIDYL (BENZHEXOL),Tablet containing trihexyphenidyl hydrochloride 2 mg,N04AA01,11.84,11.84,11.84,11.84,11.84,11.84,11.84,11.84,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,12.08,12.08,12.08,12.08,12.06,12.06,12.06,12.06,12.06,12.06,12.06,12.06,12.06,12.06,12.06,12.23,12.35,12.35,12.35,12.35,13.95,13.95,13.95,13.95,13.95,13.95,13.95,14.32,14.89,14.89,14.89,14.89,14.89,14.89,14.89,14.89,14.89,14.89,14.89,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.32,15.42
01110K,TRIHEXYPHENIDYL (BENZHEXOL),Tablet containing trihexyphenidyl hydrochloride 5 mg,N04AA01,13.94,13.94,13.94,13.94,13.94,13.94,13.94,13.94,13.99,13.99,13.99,13.99,13.99,13.99,13.99,13.99,14.18,14.18,14.18,14.18,14.09,14.09,14.09,14.09,14.09,14.09,14.09,14.09,14.09,14.09,14.09,14.26,14.38,14.38,14.38,14.38,20.36,20.36,20.36,20.36,20.36,20.36,20.36,20.73,21.58,21.58,21.58,21.58,21.58,21.58,21.58,21.58,21.58,21.58,21.58,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.01,22.11
01113N,FILGRASTIM,Injection 480 micrograms in 0.8 mL single use pre-filled syringe (TevaGrastim),L03AA02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4079.0,4079.0,4079.0,4079.0,4079.1
01114P,BENZYL BENZOATE,Application 50 g in 200 mL,P03AX01,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.23,7.23,7.23,7.23,7.23,7.23,7.23,7.23,7.42,7.42,7.42,7.42,7.55,7.55,7.55,7.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01115Q,BETAMETHASONE DIPROPIONATE,"Cream 500 micrograms (as dipropionate) per g, 15 g",D07AC01,7.07,7.07,7.07,7.07,7.07,7.07,7.07,7.07,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.77,7.77,7.77,7.77,7.88,7.88,7.88,7.88,7.88,7.88,7.88,7.88,7.88,7.88,7.88,8.05,8.17,8.17,8.17,8.17,9.27,9.27,9.27,9.27,9.27,9.27,9.27,9.64,9.91,9.91,9.91,9.91,13.12,13.12,13.12,13.12,13.12,13.12,13.12,13.55,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.27,13.27,13.27,13.27,13.27,13.27,13.14,13.14,13.14,13.14,13.14,13.14,13.14,13.14,13.14,13.14,13.14,13.14,13.14,13.14,13.14,13.14,13.14,13.24
01119X,BETAMETHASONE DIPROPIONATE,"Ointment 500 micrograms (as dipropionate) per g, 15 g",D07AC01,7.07,7.07,7.07,7.07,7.07,7.07,7.07,7.07,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.77,7.77,7.77,7.77,7.88,7.88,7.88,7.88,7.88,7.88,7.88,7.88,7.88,7.88,7.88,8.05,8.17,8.17,8.17,8.17,9.27,9.27,9.27,9.27,9.27,9.27,9.27,9.64,9.91,9.91,9.91,9.91,13.12,13.12,13.12,13.12,13.12,13.12,13.12,13.55,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.27,13.27,13.27,13.27,13.27,13.27,13.14,13.14,13.14,13.14,13.14,13.14,13.14,13.14,13.14,13.14,13.14,13.14,13.14,13.14,13.14,13.14,13.14,13.24
01121B,BENZYDAMINE,"Mouth and throat rinse containing benzydamine hydrochloride 22.5 mg per 15 mL, 500 mL",A01AD02,18.03,18.03,18.03,18.03,18.49,18.49,18.49,18.49,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.73,18.73,18.73,18.73,18.50,18.50,18.50,18.50,18.50,18.50,18.50,18.50,19.11,19.11,19.11,19.28,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.88,19.88,19.88,20.25,21.09,21.09,21.09,21.09,21.09,21.09,21.09,21.09,21.83,21.83,21.83,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.26,22.36
01123D,FILGRASTIM,Injection 300 micrograms in 0.5 mL single use pre-filled syringe (TevaGrastim),L03AA02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2515.54,2515.54,2515.54,2515.54,2515.54
01124E,CROMOLYN,Solution for inhalation 20 mg in 2 mL ampoule,R03BC01,60.16,60.16,60.16,60.16,60.16,60.16,60.16,60.16,60.21,60.21,60.21,60.21,60.21,60.21,60.21,60.21,60.40,60.40,60.40,60.40,58.83,58.83,58.83,58.83,58.83,58.83,58.83,58.83,58.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01125F,DOCUSATE SODIUM with BISACODYL,"Suppositories 100 mg-10 mg, 5",A06AB52,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.49,21.49,21.49,21.49,21.49,21.49,21.49,21.49,21.68,21.68,21.68,21.68,21.41,21.41,21.41,21.41,20.27,20.27,20.27,20.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01126G,FILGRASTIM,Injection 480 micrograms in 0.8 mL single use pre-filled syringe (TevaGrastim),L03AA02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4032.58,4032.58,4032.58,4032.58,4032.58
01127H,CROMOLYN,"Eye drops containing sodium cromoglycate 20 mg per mL, 10 mL",S01GX01,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.48,14.48,14.48,14.48,13.22,13.22,13.22,13.22,13.22,13.22,13.22,13.22,13.22,13.22,13.22,13.39,13.51,13.51,13.51,13.51,13.51,13.51,13.51,13.51,13.51,13.51,13.51,13.88,14.26,14.26,14.26,14.26,14.26,14.26,14.26,14.26,14.26,14.26,14.26,14.69,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.53,14.37,14.37,14.37,14.37,14.37,14.37,14.21,14.21,14.21,14.21,14.21,14.21,14.21,14.21,14.21,14.21,14.21,14.21,14.21,14.21,14.21,14.21,14.21,14.31
01128J,BUSULFAN,Tablet 2 mg,L01AB01,45.95,45.95,45.95,45.95,45.95,45.95,45.95,45.95,46.00,46.00,46.00,46.00,46.00,46.00,46.00,46.00,46.19,46.19,46.19,46.19,45.07,45.07,45.07,45.07,45.07,45.07,45.07,45.07,45.07,45.07,45.07,45.24,45.36,45.36,45.36,45.36,45.36,45.36,45.36,45.36,45.36,45.36,45.36,45.73,85.83,85.83,85.83,85.83,85.83,85.83,85.83,85.83,85.83,85.83,85.83,86.26,86.26,86.26,86.26,86.26,86.26,86.26,86.26,86.26,86.26,86.26,86.26,86.26,86.26,86.26,86.26,86.26,86.26,86.26,86.26,86.26,86.26,86.26,86.26,86.26,86.26,86.26,86.26,86.26,86.26,86.26,86.26,86.26,86.26,86.26,86.26,86.36
01129K,NEVIRAPINE,Tablet 400 mg (extended release),J05AG01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.3,571.3,571.3,571.4
01131M,MYCOBACTERIUM BOVIS BCG TICE STRAIN,Vial containing powder for intravesical administration approximately 500 million CFU,L03AX03,548.92,548.92,548.92,548.92,548.92,548.92,548.92,548.92,548.97,548.97,548.97,548.97,548.97,548.97,548.97,548.97,549.16,549.16,549.16,549.16,531.79,531.79,531.79,531.79,531.79,531.79,531.79,531.79,531.79,531.79,531.79,531.96,555.41,555.41,555.41,555.41,555.41,555.41,555.41,555.41,555.41,555.41,555.41,555.78,555.96,555.96,555.96,555.96,555.96,555.96,555.96,555.96,555.96,555.96,555.96,556.39,556.39,556.39,556.39,556.39,556.39,556.39,556.39,556.39,556.39,556.39,556.39,556.39,556.39,556.39,556.39,556.39,556.39,556.39,556.39,556.39,556.39,556.39,556.39,556.39,556.39,556.39,556.39,556.39,556.39,556.39,556.39,556.39,556.39,556.39,556.39,556.49
01132N,NEVIRAPINE,Tablet 400 mg (extended release),J05AG01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.16,543.16,543.16,543.16
01134Q,GEMCITABINE,Solution concentrate for I.V. infusion 200 mg (as hydrochloride) in 5 mL,L01BC05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.28,,,,
01140B,MYCOBACTERIUM BOVIS BCG CONNAUGHT STRAIN,Powder for intravesical administration containing 6.6 to 19.2 x 10{SUP}8{/SUP} CFU,L03AX03,472.70,472.70,472.70,472.70,472.70,472.70,472.70,472.70,472.75,472.75,472.75,472.75,472.75,472.75,472.75,472.75,472.94,472.94,472.94,472.94,458.60,458.60,458.60,458.60,458.60,458.60,458.60,458.60,458.6,458.6,458.6,458.77,458.89,458.89,458.89,458.89,458.89,458.89,458.89,458.89,458.89,458.89,458.89,459.26,459.44,459.44,459.44,459.44,459.44,459.44,459.44,459.44,459.44,459.44,459.44,459.87,459.87,459.87,459.87,459.87,459.87,459.87,459.87,459.87,459.87,459.87,459.87,459.87,459.87,459.87,459.87,459.87,459.87,459.87,459.87,459.87,459.87,459.87,459.87,459.87,459.87,459.87,459.87,459.87,459.87,459.87,459.87,459.87,459.87,459.87,459.87,459.97
01143E,THEOPHYLLINE,Tablet 125 mg,R03DA04,8.58,8.58,8.58,8.58,8.58,8.58,8.58,8.58,8.63,8.63,8.63,8.63,8.63,8.63,8.63,8.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01144F,GEMCITABINE,Solution concentrate for I.V. infusion 1 g (as hydrochloride) in 25 mL,L01BC05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.4,,,,
01145G,GEMCITABINE,Solution concentrate for I.V. infusion 2 g (as hydrochloride) in 50 mL,L01BC05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.99,,,,
01147J,CAPTOPRIL,Tablet 12.5 mg,C09AA01,20.14,20.14,20.14,20.14,20.14,20.14,20.14,20.14,20.19,20.19,20.19,20.19,20.19,20.19,20.19,20.19,20.38,20.38,20.38,20.38,18.23,18.23,18.23,18.23,18.23,18.23,18.23,18.23,18.23,18.23,18.23,18.4,18.52,18.52,18.52,18.52,18.52,18.52,18.52,18.52,18.52,18.52,18.52,18.89,16.25,16.25,16.25,16.25,16.25,16.25,16.25,16.25,16.25,16.25,16.25,16.68,16.68,16.68,16.68,16.68,16.68,16.68,16.68,16.68,16.68,16.68,16.68,16.68,16.68,16.68,16.68,16.68,16.68,16.68,16.16,16.16,16.16,16.16,16.16,16.16,16.16,16.16,16.16,16.16,16.16,16.16,16.16,16.16,14.67,14.67,14.67,14.77
01148K,CAPTOPRIL,Tablet 25 mg,C09AA01,27.05,27.05,27.05,27.05,27.05,27.05,27.05,27.05,27.10,27.10,27.10,27.10,27.10,27.10,27.10,27.10,27.29,27.29,27.29,27.29,24.08,24.08,24.08,24.08,24.08,24.08,24.08,24.08,24.08,24.08,24.08,24.25,24.37,24.37,24.37,24.37,24.37,24.37,24.37,24.37,24.37,24.37,24.37,24.74,20.84,20.84,20.84,20.84,20.84,20.84,20.84,20.84,20.84,20.84,20.84,21.27,21.27,21.27,21.27,21.27,21.27,21.27,21.27,21.27,21.27,21.27,21.27,21.27,21.27,21.27,21.27,21.27,21.27,21.27,20.52,20.52,20.52,20.52,20.52,20.52,20.52,20.52,20.52,20.52,20.52,20.52,20.52,20.52,18.36,18.36,18.36,18.46
01149L,CAPTOPRIL,Tablet 50 mg,C09AA01,48.81,48.81,48.81,48.81,48.81,48.81,48.81,48.81,48.86,48.86,48.86,48.86,48.86,48.86,48.86,48.86,49.05,49.05,49.05,49.05,42.50,42.50,42.50,42.50,42.50,42.50,42.50,42.50,42.5,42.5,42.5,42.67,42.79,42.79,42.79,42.79,42.79,42.79,42.79,42.79,42.79,42.79,42.79,43.16,35.27,35.27,35.27,35.27,35.27,35.27,35.27,35.27,35.27,35.27,35.27,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,34.24,34.24,34.24,34.24,34.24,34.24,34.24,34.24,34.24,34.24,34.24,34.24,34.24,34.24,29.97,29.97,29.97,30.07
01152P,CLOSTRIDIUM BOTULINUM TYPE A TOXIN-HAEMAGGLUTININ COMPLEX,Lyophilised powder for I.M. injection 300 units,M03AX01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.52,361.52,361.52,361.52
01153Q,CARBIMAZOLE,Tablet 5 mg,H03BB01,29.02,29.02,29.02,29.02,29.02,29.02,29.02,29.02,29.07,29.07,29.07,29.07,29.07,29.07,29.07,29.07,29.26,29.26,29.26,29.26,28.69,28.69,28.69,28.69,28.69,28.69,28.69,28.69,28.69,28.69,28.69,28.86,28.98,28.98,28.98,28.98,28.98,28.98,28.98,28.98,28.98,28.98,28.98,29.35,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,31.04,31.04,31.04,31.04,31.04,31.04,31.04,31.04,31.04,31.04,31.04,31.04,31.04,31.04,31.04,31.04,31.04,31.04,31.04,31.04,31.04,31.04,31.04,31.04,31.04,31.04,31.04,31.04,31.04,31.04,31.04,31.04,31.04,31.04,31.04,31.04,31.14
01156W,CIMETIDINE,"Tablet, effervescent, equivalent to 800 mg cimetidine",A02BA01,34.25,34.25,34.25,34.25,34.25,34.25,34.25,34.25,34.30,34.30,34.30,34.30,34.30,34.30,34.30,34.30,34.49,34.49,34.49,34.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01157X,CIMETIDINE,Tablet 200 mg,A02BA01,27.24,27.24,27.24,27.24,27.24,27.24,27.24,27.24,27.29,27.29,27.29,27.29,27.29,27.29,27.29,27.29,27.48,27.48,27.48,27.48,24.24,24.24,24.24,24.24,24.24,24.24,24.24,24.24,22.42,22.42,22.42,22.59,22.71,22.71,22.71,22.71,22.71,22.71,22.71,22.71,22.71,22.71,22.71,23.08,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.12,19.12,19.12,19.12,19.12,19.12,18.48,18.48,18.48,18.48,18.48,18.48,18.48,,,,,,,,,,,
01158Y,CIMETIDINE,Tablet 400 mg,A02BA01,27.24,27.24,27.24,27.24,27.24,27.24,27.24,27.24,27.29,27.29,27.29,27.29,27.29,27.29,27.29,27.29,27.48,27.48,27.48,27.48,24.24,24.24,24.24,24.24,24.24,24.24,24.24,24.24,22.42,22.42,22.42,22.59,22.71,22.71,22.71,22.71,22.71,22.71,22.71,22.71,22.71,22.71,22.71,23.08,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.12,19.12,19.12,19.12,19.12,19.12,18.48,18.48,18.48,18.48,18.48,18.48,18.48,18.48,18.48,18.48,18.48,18.48,18.48,18.48,18.48,18.48,18.48,18.58
01159B,CIMETIDINE,Tablet 800 mg,A02BA01,27.24,27.24,27.24,27.24,27.24,27.24,27.24,27.24,27.29,27.29,27.29,27.29,27.29,27.29,27.29,27.29,27.48,27.48,27.48,27.48,24.24,24.24,24.24,24.24,24.24,24.24,24.24,24.24,22.42,22.42,22.42,22.59,22.71,22.71,22.71,22.71,22.71,22.71,22.71,22.71,22.71,22.71,22.71,23.08,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.12,19.12,19.12,19.12,19.12,19.12,18.48,18.48,18.48,18.48,18.48,18.48,18.48,18.48,18.48,18.48,18.48,18.48,18.48,18.48,18.48,18.48,18.48,18.58
01160C,CARBOPLATIN,Solution for I.V. injection 50 mg in 5 mL,L01XA02,79.28,79.28,79.28,79.28,79.28,79.28,79.28,79.28,79.33,79.33,79.33,79.33,79.33,79.33,79.33,79.33,79.52,79.52,79.52,79.52,77.31,77.31,77.31,77.31,68.29,68.29,68.29,68.29,68.29,68.29,68.29,68.46,68.58,68.58,68.58,68.58,68.58,68.58,68.58,68.58,68.58,68.58,68.58,68.95,67.87,67.87,67.87,67.87,67.87,67.87,67.87,67.87,67.87,67.87,67.87,68.3,67.08,67.08,67.08,67.08,67.08,67.08,67.08,67.08,67.08,67.08,67.08,67.08,65.86,65.86,65.86,65.86,65.86,65.86,64.68,64.68,64.68,64.68,64.68,64.68,64.68,64.68,64.68,64.68,,,,,,,,
01161D,CARBOPLATIN,Solution for I.V. injection 150 mg in 15 mL,L01XA02,515.42,515.42,515.42,515.42,515.42,515.42,515.42,515.42,515.47,515.47,515.47,515.47,515.47,515.47,515.47,515.47,515.66,515.66,515.66,515.66,499.43,499.43,499.43,499.43,439.01,439.01,439.01,439.01,439.01,439.01,439.01,439.18,439.3,439.3,439.3,439.3,439.3,439.3,439.3,439.3,439.3,439.3,439.3,439.67,431.51,431.51,431.51,431.51,431.51,431.51,431.51,431.51,431.51,431.51,431.51,431.94,423.78,423.78,423.78,423.78,423.78,423.78,423.78,423.78,423.78,423.78,423.78,423.78,415.8,415.8,415.8,415.8,415.8,415.8,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,,,,,,,,
01162E,CARBOPLATIN,Solution for I.V. injection 450 mg in 45 mL,L01XA02,331.14,331.14,331.14,331.14,331.14,331.14,331.14,331.14,331.19,331.19,331.19,331.19,331.19,331.19,331.19,331.19,331.38,331.38,331.38,331.38,321.63,321.63,321.63,321.63,284.33,284.33,284.33,284.33,284.33,284.33,284.33,284.5,284.62,284.62,284.62,284.62,284.62,284.62,284.62,284.62,284.62,284.62,284.62,284.99,279.95,279.95,279.95,279.95,279.95,279.95,279.95,279.95,279.95,279.95,279.95,280.38,275.26,275.26,275.26,275.26,275.26,275.26,275.26,275.26,275.26,275.26,275.26,275.26,270.24,270.24,270.24,270.24,270.24,270.24,265.32,265.32,265.32,265.32,265.32,265.32,265.32,265.32,265.32,265.32,,,,,,,,
